Name,Gender,Country,Party,Position,Branch,YearTookOffice,YearLeftOffice,Status,Twitter,source_file
Luis Roberto Lorenzato,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Luisa Angrisani,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Maddalena Morgante,Female,Italy,Brothers of Italy,,Legislative,2022,,Current,,query (6).csv
Manfred Schullian,Male,Italy,South Tyrolean People's Party,,Legislative,2022,,Current,ms95011612,query (6).csv
Manfred Schullian,Male,Italy,South Tyrolean People's Party,,Legislative,2018,2022,Former,ms95011612,query (6).csv
Manfredi Potenti,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Manfredi Potenti,Male,Italy,Lega Nord,,Legislative,2022,,Current,,query (6).csv
Manlio Di Stefano,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,ManlioDS,query (6).csv
Manuel Tuzi,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Manuel Vescovi,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Manuela Gagliardi,Female,Italy,Forza Italia,,Legislative,2018,2022,Former,,query (6).csv
Mara Bizzotto,Female,Italy,Lega Nord,,Legislative,2022,,Current,marabizzotto,query (6).csv
Mara Carfagna,Female,Italy,The People of Freedom,,Legislative,2018,2022,Former,mara_carfagna,query (6).csv
Mara Lapia,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Marcello Gemmato,Male,Italy,Brothers of Italy,,Legislative,2018,2022,Former,,query (6).csv
Marcello Pera,Male,Italy,Forza Italia,,Legislative,2022,,Current,,query (6).csv
Marco Bella,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Marco Cerreto,Male,Italy,,,Legislative,2022,,Current,,query (6).csv
Marco Croatti,Male,Italy,Five Star Movement,,Legislative,2022,,Current,,query (6).csv
Marco Croatti,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Marco Di Maio,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,marcodimaio,query (6).csv
Marco Dreosto,Male,Italy,Lega Nord,,Legislative,2022,,Current,,query (6).csv
Marco Furfaro,Male,Italy,Left,,Legislative,2022,,Current,marcofurfaro,query (6).csv
Marco Grimaldi,Male,Italy,Left,,Legislative,2022,,Current,,query (6).csv
Marco Lacarra,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,,query (6).csv
Marco Lisei,Male,Italy,Brothers of Italy,,Legislative,2022,,Current,,query (6).csv
Marco Lombardo,Male,Italy,,,Legislative,2022,,Current,,query (6).csv
Marco Maggioni,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Marco Marin,Male,Italy,The People of Freedom,,Legislative,2018,2022,Former,,query (6).csv
Marco Marsilio,Male,Italy,Brothers of Italy,,Legislative,2018,2022,Former,,query (6).csv
Marco Meloni,Male,Italy,Democratic Party,,Legislative,2022,,Current,,query (6).csv
Marco Minniti,Male,Italy,Democratic Party,,Legislative,2018,2021,Former,,query (6).csv
Marco Osnato,Male,Italy,Brothers of Italy,,Legislative,2018,2022,Former,,query (6).csv
Marco Padovani,Male,Italy,Brothers of Italy,,Legislative,2022,,Current,,query (6).csv
Marco Pellegrini,Male,Italy,Five Star Movement,,Legislative,2022,,Current,,query (6).csv
Marco Pellegrini,Male,Italy,Five Star Movement,,Legislative,,2022,Former,,query (6).csv
Marco Perissa,Male,Italy,Brothers of Italy,,Legislative,2022,,Current,,query (6).csv
Marco Perosino,Male,Italy,Forza Italia,,Legislative,2018,2022,Former,,query (6).csv
Marco Rizzone,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Marco Sarracino,Male,Italy,Democratic Party,,Legislative,2022,,Current,,query (6).csv
Marco Scurria,Male,Italy,National Alliance,,Legislative,2022,,Current,,query (6).csv
Marco Siclari,Male,Italy,Forza Italia,,Legislative,2018,2022,Former,,query (6).csv
Marco Silvestroni,Male,Italy,Brothers of Italy,,Legislative,2018,2022,Former,,query (6).csv
Marco Silvestroni,Male,Italy,Brothers of Italy,,Legislative,2022,,Current,,query (6).csv
Marco Simiani,Male,Italy,Democratic Party,,Legislative,2022,,Current,,query (6).csv
Maretta Scoca,Female,Italy,Christian Democratic Centre,,Legislative,,,Current,,query (6).csv
Margherita Corrado,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Margherita Del Sesto,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Maria Alessandra Gallone,Female,Italy,National Alliance,,Legislative,2018,2022,Former,,query (6).csv
Maria Burani Procaccini,Female,Italy,Forza Italia,,Legislative,2008,,Current,,query (6).csv
Maria Celeste Nardini,Female,Italy,Communist Refoundation Party,,Legislative,,,Current,,query (6).csv
Maria Chiara Gadda,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,McGadda,query (6).csv
Maria Cristina Cantù,Female,Italy,Lega Nord,,Legislative,2022,,Current,,query (6).csv
Maria Cristina Cantù,Female,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Maria Cristina Caretta,Female,Italy,Brothers of Italy,,Legislative,2018,2022,Former,,query (6).csv
Maria Domenica Castellone,Female,Italy,Five Star Movement,,Legislative,2022,,Current,,query (6).csv
Maria Domenica Castellone,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Maria Edera Spadoni,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,mariaederaM5S,query (6).csv
Maria Elena Boschi,Female,Italy,Italy Alive,,Legislative,2018,2022,Former,meb,query (6).csv
Maria Flavia Timbro,Female,Italy,Article 1 – Democratic and Progressive Movement,,Legislative,2021,2022,Former,,query (6).csv
Maria Grazia Daniele Galdi,Female,Italy,,,Legislative,,,Current,,query (6).csv
Maria Grazia Frijia,Female,Italy,Brothers of Italy,,Legislative,2022,,Current,,query (6).csv
Maria Laura Mantovani,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Maria Laura Paxia,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Maria Marzana,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,maria_marzana,query (6).csv
Maria Pallini,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Maria Paola Boscaini,Female,Italy,Forza Italia,,Legislative,2024,,Current,,query (6).csv
Maria Rizzotti,Female,Italy,The People of Freedom,,Legislative,2018,2022,Former,,query (6).csv
Maria Saponara,Female,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Maria Soave Alemanno,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Maria Spena,Female,Italy,Forza Italia,,Legislative,2018,2022,Former,,query (6).csv
Maria Stefania Marino,Female,Italy,Democratic Party,,Legislative,2022,,Current,,query (6).csv
Maria Teresa Baldini,Female,Italy,Brothers of Italy,,Legislative,2019,2022,Former,,query (6).csv
Maria Teresa Bellucci,Female,Italy,Brothers of Italy,,Legislative,2018,2022,Former,maresabellucci,query (6).csv
Maria Tripodi,Female,Italy,Forza Italia,,Legislative,2018,2022,Former,,query (6).csv
Maria Virginia Tiraboschi,Female,Italy,Forza Italia,,Legislative,2018,2022,Former,,query (6).csv
Marialucia Lorefice,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Marialuisa Faro,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Mariangela Matera,Female,Italy,Brothers of Italy,,Legislative,2022,,Current,,query (6).csv
Marianna Iorio,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Marianna Madia,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,mariannamadia,query (6).csv
Marianna Ricciardi,Female,Italy,Five Star Movement,,Legislative,2022,,Current,,query (6).csv
Mariarosaria Rossi,Female,Italy,The People of Freedom,,Legislative,2018,2022,Former,,query (6).csv
Mariastella Gelmini,Female,Italy,The People of Freedom,,Legislative,2018,2022,Former,msgelmini,query (6).csv
Mariastella Gelmini,Female,Italy,The People of Freedom,,Legislative,2022,,Current,msgelmini,query (6).csv
Marica Fantuz,Female,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Marina Berlinghieri,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,M_Berlinghieri,query (6).csv
Marina Marchetto Aliprandi,Female,Italy,Brothers of Italy,,Legislative,2022,,Current,,query (6).csv
Marina Romanò,Female,Italy,Lega per Salvini Premier,,Legislative,2022,2022,Former,,query (6).csv
Marina Rossanda,Female,Italy,Italian Communist Party,,Legislative,,,Current,,query (6).csv
Marinella Pacifico,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Marino Cortese,Male,Italy,Christian Democracy,,Legislative,,,Current,,query (6).csv
Mario Borghese,Male,Italy,Associative Movement of Italians Abroad,,Legislative,2018,2022,Former,MarioBorgheseOK,query (6).csv
Mario Borghese,Male,Italy,Associative Movement of Italians Abroad,,Legislative,2022,,Current,MarioBorgheseOK,query (6).csv
Mario Cocciu,Male,Italy,Italian Socialist Party,,Legislative,,,Current,,query (6).csv
Mario Ferrara,Male,Italy,Forza Italia,,Legislative,2018,2022,Former,,query (6).csv
Mario Fioret,Male,Italy,Christian Democracy,,Legislative,,,Current,,query (6).csv
Mario Lolini,Male,Italy,The People of Freedom,,Legislative,2018,2022,Former,,query (6).csv
Mario Michele Giarrusso,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,GiarrussoMario,query (6).csv
Mario Morgoni,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,,query (6).csv
Mario Occhiuto,Male,Italy,independent politician,,Legislative,2022,,Current,,query (6).csv
Mario Perantoni,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Mario Pittoni,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Mario Turco,Male,Italy,Five Star Movement,,Legislative,2022,,Current,,query (6).csv
Mario Turco,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Marta Farolfi,Female,Italy,Brothers of Italy,,Legislative,2022,,Current,,query (6).csv
Marta Fascina,Female,Italy,Forza Italia,,Legislative,2018,2022,Former,,query (6).csv
Marta Grande,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,MartaGrande87,query (6).csv
Martina Loss,Female,Italy,Lega Nord,,Legislative,2019,2022,Former,LossMartina,query (6).csv
Martina Nardi,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,,query (6).csv
Martina Parisse,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Martina Semenzato,Female,Italy,Courage Italy,,Legislative,2022,,Current,,query (6).csv
Marzia Casolati,Female,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Marzia Ferraioli,Female,Italy,Forza Italia,,Legislative,2018,2022,Former,,query (6).csv
Marzio Bernardinetti,Male,Italy,Christian Democracy,,Legislative,,,Current,,query (6).csv
Marzio Liuni,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Massimiliano Capitanio,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Massimiliano De Toma,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Massimiliano Panizzut,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Massimiliano Romeo,Male,Italy,Lega Nord,,Legislative,2022,,Current,,query (6).csv
Massimiliano Romeo,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Massimo Bitonci,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Massimo Candura,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Massimo Enrico Baroni,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Massimo Ferro,Male,Italy,Forza Italia,,Legislative,2018,2022,Former,,query (6).csv
Massimo Garavaglia,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Massimo Garavaglia,Male,Italy,Lega Nord,,Legislative,2022,,Current,,query (6).csv
Massimo Mallegni,Male,Italy,Forza Italia,,Legislative,2018,2022,Former,MassimoMallegni,query (6).csv
Massimo Milani,Male,Italy,Brothers of Italy,,Legislative,2022,,Current,,query (6).csv
Massimo Ruspandini,Male,Italy,Brothers of Italy,,Legislative,2018,2022,Former,,query (6).csv
Massimo Ungaro,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,,query (6).csv
Massimo Villone,Male,Italy,Democratic Party of the Left,,Legislative,1994,,Current,,query (6).csv
Massimo Vittorio Berutti,Male,Italy,Cambiamo!,,Legislative,2018,2022,Former,,query (6).csv
Matilde Siracusano,Male,Italy,Forza Italia,,Legislative,2018,2022,Former,,query (6).csv
Matteo Colaninno,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,,query (6).csv
Matteo Dall'Osso,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Matteo Gelmetti,Male,Italy,Brothers of Italy,,Legislative,2022,,Current,,query (6).csv
Matteo Luigi Bianchi,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Matteo Mantero,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,ManteroM5S,query (6).csv
Matteo Mauri,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,,query (6).csv
Matteo Micheli,Male,Italy,Lega Nord,,Legislative,2021,2022,Former,,query (6).csv
Matteo Orfini,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,,query (6).csv
Matteo Perego di Cremnago,Male,Italy,Forza Italia,,Legislative,2018,2022,Former,,query (6).csv
Matteo Renzi,Male,Italy,Italy Alive,,Legislative,2022,,Current,matteorenzi,query (6).csv
Matteo Renzi,Male,Italy,Italy Alive,,Legislative,2018,2022,Former,matteorenzi,query (6).csv
Matteo Richetti,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,MatteoRichetti,query (6).csv
Matteo Rosso,Male,Italy,The People of Freedom,,Legislative,2022,,Current,,query (6).csv
Matteo Salvini,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,matteosalvinimi,query (6).csv
Matteo Salvini,Male,Italy,Lega Nord,,Legislative,2022,,Current,matteosalvinimi,query (6).csv
Mattia Crucioli,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,CrucioliMattia,query (6).csv
Mattia Fantinati,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,MFantinati,query (6).csv
Mattia Mor,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,mormattia,query (6).csv
Maura Tomasi,Female,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Maurizio Buccarella,Male,Italy,Mixed Group,,Legislative,2018,2022,Former,MBuccarella,query (6).csv
Maurizio Campari,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Maurizio Carrara,Male,Italy,Forza Italia,,Legislative,2018,2022,Former,,query (6).csv
Maurizio Casasco,Male,Italy,Forza Italia,,Legislative,2022,,Current,,query (6).csv
Maurizio Cattoi,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Maurizio Gasparri,Male,Italy,The People of Freedom,,Legislative,2022,,Current,,query (6).csv
Maurizio Gasparri,Male,Italy,The People of Freedom,,Legislative,2018,2022,Former,,query (6).csv
Maurizio Lupi,Male,Italy,The People of Freedom,,Legislative,2018,2022,Former,Maurizio_Lupi,query (6).csv
Maurizio Martina,Male,Italy,Democratic Party,,Legislative,2018,2021,Former,maumartina,query (6).csv
Mauro Betta,Male,Italy,Democratic Party,,Legislative,,,Current,,query (6).csv
Mauro Coltorti,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Mauro D'Attis,Male,Italy,Forza Italia,,Legislative,2018,2022,Former,,query (6).csv
Mauro Del Barba,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,,query (6).csv
Mauro Laus,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,,query (6).csv
Mauro Lucentini,Male,Italy,Lega per Salvini Premier,,Legislative,2020,2022,Former,,query (6).csv
Mauro Malaguti,Male,Italy,,,Legislative,2022,,Current,,query (6).csv
Mauro Maria Marino,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,,query (6).csv
Mauro Rotelli,Male,Italy,Brothers of Italy,,Legislative,2018,2022,Former,,query (6).csv
Mauro Sutto,Male,Italy,Lega Nord,,Legislative,2019,2022,Former,maurosutto,query (6).csv
Meinhard Durnwalder,Male,Italy,South Tyrolean People's Party,,Legislative,2022,,Current,,query (6).csv
Meinhard Durnwalder,Male,Italy,South Tyrolean People's Party,,Legislative,2018,2022,Former,,query (6).csv
Micaela Campana,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,micaela_campana,query (6).csv
Michaela Biancofiore,Female,Italy,The People of Freedom,,Legislative,2018,2022,Former,BiancofioreMiky,query (6).csv
Michaela Biancofiore,Female,Italy,The People of Freedom,,Legislative,2022,,Current,BiancofioreMiky,query (6).csv
Michaela Di Donna,Female,Italy,Forza Italia,,Legislative,2022,2022,Former,,query (6).csv
Michela Montevecchi,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Michela Rostan,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,,query (6).csv
Michela Vittoria Brambilla,Female,Italy,The People of Freedom,,Legislative,2018,2022,Former,,query (6).csv
Michele Anzaldi,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,Michele_Anzaldi,query (6).csv
Michele Barcaiuolo,Male,Italy,Brothers of Italy,,Legislative,2022,,Current,,query (6).csv
Michele Boccardi,Male,Italy,Forza Italia,,Legislative,2021,,Current,,query (6).csv
Michele Bordo,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,bordomichele,query (6).csv
Michele Casino,Male,Italy,Forza Italia,,Legislative,2018,2022,Former,,query (6).csv
Michele Fina,Male,Italy,Democratic Party,,Legislative,2022,,Current,michelefina,query (6).csv
Michele Gubitosa,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Michele Nitti,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Michele Schiano Di Visconti,Male,Italy,Brothers of Italy,,Legislative,2022,,Current,,query (6).csv
Michele Sodano,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Michelina Lunesu,Female,Italy,Lega Nord,,Legislative,2019,2022,Former,,query (6).csv
Mino Taricco,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,MinoTaricco,query (6).csv
Mirco Badole,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Mirella Cristina,Female,Italy,Forza Italia,,Legislative,2018,2022,Former,,query (6).csv
Mirella Emiliozzi,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Mirella Liuzzi,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Monica Ciaburro,Female,Italy,Brothers of Italy,,Legislative,2018,2022,Former,,query (6).csv
Monica Cirinnà,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,,query (6).csv
Nadia Aprile,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Nadia Ginetti,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,,query (6).csv
Nadia Pizzol,Female,Italy,Lega Nord,,Legislative,2018,2022,Former,,query (6).csv
Nadia Romeo,Female,Italy,Democratic Party,,Legislative,2024,,Current,,query (6).csv
Naike Gruppioni,Female,Italy,Action,,Legislative,2022,,Current,,query (6).csv
Nardo Marino,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,query (6).csv
Natale Ripamonti,Male,Italy,Federation of the Greens,,Legislative,2002,,Current,,query (6).csv
Nazario Pagano,Male,Italy,Forza Italia,,Legislative,2018,2022,Former,,query (6).csv
Nello Mariani,Male,Italy,Italian Socialist Party,,Legislative,,,Current,,query (6).csv
