Name,Gender,Country,Party,Position,Branch,YearTookOffice,YearLeftOffice,Status,Twitter,Has_Twitter,match_score,univ_Gender,univ_Country,univ_Party,univ_Position,univ_Branch,univ_Role,univ_YearTookOffice,univ_Status,univ_Region
Mikie Sherrill,Female,United States,Democratic Party,Member of the US House of Representatives,Executive,2023,2025,Former,MikieSherrill,True,100.0,f,USA,Democratic,Representative,Legislative,Congress,2019,Incumbent,New Jersey
Mikie Sherrill,Female,United States,Democratic Party,Member of the US House of Representatives,Executive,2019,2021,Former,MikieSherrill,True,100.0,f,USA,Democratic,Representative,Legislative,Congress,2019,Incumbent,New Jersey
Mikie Sherrill,Female,United States,Democratic Party,Member of the US House of Representatives,Executive,2025,,Current,MikieSherrill,True,100.0,f,USA,Democratic,Representative,Legislative,Congress,2019,Incumbent,New Jersey
Monica De La Cruz,Female,United States,Republican Party,Member of the US House of Representatives,Executive,2023,2025,Former,monica4congress,True,100.0,f,USA,Republican,Representative,Legislative,Congress,2023,Incumbent,Texas
Monica De La Cruz,Female,United States,Republican Party,Member of the US House of Representatives,Executive,2025,,Current,monica4congress,True,100.0,f,USA,Republican,Representative,Legislative,Congress,2023,Incumbent,Texas
Morgan Griffith,Male,United States,Republican Party,Member of the US House of Representatives,Executive,2021,,Current,RepMGriffith,True,100.0,m,USA,Republican,Representative,Legislative,Congress,2011,Incumbent,Virginia
Morgan Griffith,Male,United States,Republican Party,Member of the US House of Representatives,Executive,2019,2021,Former,RepMGriffith,True,100.0,m,USA,Republican,Representative,Legislative,Congress,2011,Incumbent,Virginia
Morgan Griffith,Male,United States,Republican Party,Member of the US House of Representatives,Executive,,,Current,RepMGriffith,True,100.0,m,USA,Republican,Representative,Legislative,Congress,2011,Incumbent,Virginia
Morgan Luttrell,Male,United States,Republican Party,Member of the US House of Representatives,Executive,2025,,Current,RepLuttrell,True,100.0,m,USA,Republican,Representative,Legislative,Congress,2023,Incumbent,Texas
Morgan Luttrell,Male,United States,Republican Party,Member of the US House of Representatives,Executive,2023,2025,Former,RepLuttrell,True,100.0,m,USA,Republican,Representative,Legislative,Congress,2023,Incumbent,Texas
Morgan McGarvey,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,2023,2025,Former,morganmcgarvey,True,100.0,m,USA,Democratic,Representative,Legislative,Congress,2023,Incumbent,Kentucky
Morgan McGarvey,Male,United States,Democratic Party,Member of the US House of Representatives,Executive,2025,,Current,morganmcgarvey,True,100.0,m,USA,Democratic,Representative,Legislative,Congress,2023,Incumbent,Kentucky
Adam Schiff,Male,United States,Democratic Party,United States Senator,Legislative,2025,,Current,AdamSchiff,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2024,Incumbent,California
Adam Schiff,Male,United States,Democratic Party,United States Senator,Legislative,2024,2025,Former,AdamSchiff,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2024,Incumbent,California
Alex Padilla,Male,United States,Democratic Party,United States Senator,Legislative,2023,,Current,AlexPadilla4CA,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2021,Incumbent,California
Alex Padilla,Male,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,AlexPadilla4CA,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2021,Incumbent,California
Amy Klobuchar,Female,United States,Democratic Party,United States Senator,Legislative,2023,,Current,amyklobuchar,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2007,Incumbent,Minnesota
Amy Klobuchar,Female,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,amyklobuchar,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2007,Incumbent,Minnesota
Amy Klobuchar,Female,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,amyklobuchar,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2007,Incumbent,Minnesota
Andrea Jung,Female,United States,,,Legislative,,,Current,,False,95.65217391304348,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Andy Kim,Male,United States,Democratic Party,United States Senator,Legislative,2024,2025,Former,RepAndyKimNJ,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2024,Incumbent,New Jersey
Andy Kim,Male,United States,Democratic Party,United States Senator,Legislative,2025,,Current,RepAndyKimNJ,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2024,Incumbent,New Jersey
Angela Alsobrooks,Female,United States,Democratic Party,United States Senator,Legislative,2025,,Current,alsobrooksformd,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2025,Incumbent,Maryland
Anna Bager,Female,United States,,,Legislative,2019,,Current,annabager,True,80.0,f,USA,Republican,Representative,Legislative,Congress,2013,Incumbent,Missouri
Ashley Moody,Female,United States,Republican Party,United States Senator,Legislative,2025,,Current,SenAshleyMoody,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2025,Incumbent,Florida
Ben Ray Luján,Male,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,benraylujan,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2021,Incumbent,New Mexico
Ben Ray Luján,Male,United States,Democratic Party,United States Senator,Legislative,2023,,Current,benraylujan,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2021,Incumbent,New Mexico
Bernie Moreno-Mejía,Male,United States,,United States Senator,Legislative,2025,,Current,,False,81.25,m,USA,Republican,Senator,Legislative,Congress,2025,Incumbent,Ohio
Bernie Sanders,Male,United States,Democratic Party,United States Senator,Legislative,2023,,Current,BernieSanders,True,82.75862068965517,m,USA,Independent,Senator,Legislative,Congress,2007,Incumbent,Vermont
Bernie Sanders,Male,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,BernieSanders,True,82.75862068965517,m,USA,Independent,Senator,Legislative,Congress,2007,Incumbent,Vermont
Bernie Sanders,Male,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,BernieSanders,True,82.75862068965517,m,USA,Independent,Senator,Legislative,Congress,2007,Incumbent,Vermont
Bill Cassidy,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,BillCassidy,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2015,Incumbent,Louisiana
Bill Cassidy,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,BillCassidy,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2015,Incumbent,Louisiana
Bill Cassidy,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,BillCassidy,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2015,Incumbent,Louisiana
Bill Hagerty,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,BillHagertyTN,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2021,Incumbent,Tennessee
Bill Hagerty,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,BillHagertyTN,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2021,Incumbent,Tennessee
Brian Schatz,Male,United States,Democratic Party,United States Senator,Legislative,2023,,Current,brianschatz,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2012,Incumbent,Hawaii
Brian Schatz,Male,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,brianschatz,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2012,Incumbent,Hawaii
Brian Schatz,Male,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,brianschatz,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2012,Incumbent,Hawaii
Catherine Cortez Masto,Female,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,CortezMasto,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2017,Incumbent,Nevada
Catherine Cortez Masto,Female,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,CortezMasto,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2017,Incumbent,Nevada
Catherine Cortez Masto,Female,United States,Democratic Party,United States Senator,Legislative,2023,,Current,CortezMasto,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2017,Incumbent,Nevada
Chris Murphy,Male,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,ChrisMurphyCT,True,80.0,m,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,Connecticut
Chris Murphy,Male,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,ChrisMurphyCT,True,80.0,m,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,Connecticut
Chris Murphy,Male,United States,Democratic Party,United States Senator,Legislative,2023,,Current,ChrisMurphyCT,True,80.0,m,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,Connecticut
Chris Van Hollen,Male,United States,Democratic Party,United States Senator,Legislative,2023,,Current,ChrisVanHollen,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2017,Incumbent,Maryland
Chris Van Hollen,Male,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,ChrisVanHollen,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2017,Incumbent,Maryland
Chris Van Hollen,Male,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,ChrisVanHollen,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2017,Incumbent,Maryland
Christopher L. Mapes,Male,United States,,,Legislative,2012,2023,Former,,False,80.0,m,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,Connecticut
Chuck Grassley,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,ChuckGrassley,True,100.0,m,USA,Republican,Senator,Legislative,Congress,1981,Incumbent,Iowa
Chuck Grassley,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,ChuckGrassley,True,100.0,m,USA,Republican,Senator,Legislative,Congress,1981,Incumbent,Iowa
Chuck Grassley,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,ChuckGrassley,True,100.0,m,USA,Republican,Senator,Legislative,Congress,1981,Incumbent,Iowa
Cindy Hyde-Smith,Female,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,cindyhydesmith,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2018,Incumbent,Mississippi
Cindy Hyde-Smith,Female,United States,Republican Party,United States Senator,Legislative,2023,,Current,cindyhydesmith,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2018,Incumbent,Mississippi
Cindy Hyde-Smith,Female,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,cindyhydesmith,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2018,Incumbent,Mississippi
Cory Booker,Male,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,CoryBooker,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,New Jersey
Cory Booker,Male,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,CoryBooker,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,New Jersey
Cory Booker,Male,United States,Democratic Party,United States Senator,Legislative,2023,,Current,CoryBooker,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,New Jersey
Cynthia Lummis,Female,United States,Republican Party,United States Senator,Legislative,2023,,Current,CynthiaLummis,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2021,Incumbent,Wyoming
Cynthia Lummis,Female,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,CynthiaLummis,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2021,Incumbent,Wyoming
Dan Sullivan,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,SenDanSullivan,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2015,Incumbent,Alaska
Dan Sullivan,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,SenDanSullivan,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2015,Incumbent,Alaska
Dan Sullivan,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,SenDanSullivan,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2015,Incumbent,Alaska
David H. McCormick,Male,United States,Republican Party,United States Senator,Legislative,2025,,Current,,False,100.0,m,USA,Republican,Senator,Legislative,Congress,2025,Incumbent,Pennsylvania
Deb Fischer,Female,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,SenatorFischer,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2013,Incumbent,Nebraska
Deb Fischer,Female,United States,Republican Party,United States Senator,Legislative,2023,,Current,SenatorFischer,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2013,Incumbent,Nebraska
Deb Fischer,Female,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,SenatorFischer,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2013,Incumbent,Nebraska
Donald Trump,Male,United States,Republican Party,,Legislative,2025,,Current,realDonaldTrump,True,100.0,m,USA,Republican,President,Executive,President,2025,Incumbent,
Donald Trump,Male,United States,Republican Party,,Legislative,2017,2021,Former,realDonaldTrump,True,100.0,m,USA,Republican,President,Executive,President,2025,Incumbent,
Ed Markey,Male,United States,Democratic Party,United States Senator,Legislative,2023,,Current,SenMarkey,True,81.81818181818181,m,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,Massachusetts
Ed Markey,Male,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,SenMarkey,True,81.81818181818181,m,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,Massachusetts
Ed Markey,Male,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,SenMarkey,True,81.81818181818181,m,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,Massachusetts
Elissa Slotkin,Female,United States,Democratic Party,United States Senator,Legislative,2025,,Current,ElissaSlotkin,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2025,Incumbent,Michigan
Elizabeth Warren,Female,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,ewarren,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,Massachusetts
Elizabeth Warren,Female,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,ewarren,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,Massachusetts
Elizabeth Warren,Female,United States,Democratic Party,United States Senator,Legislative,2023,,Current,ewarren,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2013,Incumbent,Massachusetts
Eric Schmitt,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,Eric_Schmitt,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2023,Incumbent,Missouri
Francisco D'Souza,Male,United States,,,Legislative,,,Current,,False,81.25,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Gary Peters,Male,United States,Democratic Party,United States Senator,Legislative,2023,,Current,GaryPeters,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2015,Incumbent,Michigan
Gary Peters,Male,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,GaryPeters,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2015,Incumbent,Michigan
Gary Peters,Male,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,GaryPeters,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2015,Incumbent,Michigan
Greg Jamison,Male,United States,,,Legislative,,,Current,,False,84.61538461538461,m,USA,Republican,United States Trade Representative,Executive,Cabinet; Executive Office,2025,Incumbent,
Herbert Woodman,Male,United States,,,Legislative,,,Current,,False,83.87096774193549,m,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Ian Siegel,Male,United States,,,Legislative,,,Current,ZipRecruiterCEO,True,81.81818181818181,f,Germany,Greens,"Federal Minister for Family Affairs, Senior Citizens, Women and Youth",Executive,Cabinet,2021,Previous,
JD Vance,Male,United States,Republican Party,United States Senator,Legislative,2023,2025,Former,VP,True,100.0,m,USA,Republican,Vice President,Executive,Vice President,2025,Incumbent,
JD Vance,Male,United States,Republican Party,,Legislative,2025,,Current,VP,True,100.0,m,USA,Republican,Vice President,Executive,Vice President,2025,Incumbent,
Jack Reed,Male,United States,Democratic Party,United States Senator,Legislative,2023,,Current,SenJackReed,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,1997,Incumbent,Rhode Island
Jack Reed,Male,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,SenJackReed,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,1997,Incumbent,Rhode Island
Jack Reed,Male,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,SenJackReed,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,1997,Incumbent,Rhode Island
Jacky Rosen,Female,United States,Democratic Party,United States Senator,Legislative,2023,,Current,RosenforNevada,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2019,Incumbent,Nevada
Jacky Rosen,Female,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,RosenforNevada,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2019,Incumbent,Nevada
Jacky Rosen,Female,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,RosenforNevada,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2019,Incumbent,Nevada
James Lankford,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,SenatorLankford,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2015,Incumbent,Oklahoma
James Lankford,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,SenatorLankford,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2015,Incumbent,Oklahoma
James Lankford,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,SenatorLankford,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2015,Incumbent,Oklahoma
Jeanne Shaheen,Female,United States,Democratic Party,United States Senator,Legislative,2023,,Current,SenatorShaheen,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2009,Incumbent,New Hampshire
Jeanne Shaheen,Female,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,SenatorShaheen,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2009,Incumbent,New Hampshire
Jeanne Shaheen,Female,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,SenatorShaheen,True,100.0,f,USA,Democratic,Senator,Legislative,Congress,2009,Incumbent,New Hampshire
Jeff Merkley,Male,United States,Democratic Party,United States Senator,Legislative,2023,,Current,SenJeffMerkley,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2009,Incumbent,Oregon
Jeff Merkley,Male,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,SenJeffMerkley,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2009,Incumbent,Oregon
Jeff Merkley,Male,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,SenJeffMerkley,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2009,Incumbent,Oregon
Jeff Zients,Male,United States,Democratic Party,,Legislative,,,Current,JeffZients,True,100.0,m,,Democrat,White House Chief of Staff; Assistant to the President,Executive,Cabinet; Executive Office,2023,Previous,
Jerry Moran,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,JerryMoran,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2011,Incumbent,Kansas
Jerry Moran,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,JerryMoran,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2011,Incumbent,Kansas
Jerry Moran,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,JerryMoran,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2011,Incumbent,Kansas
Jim Banks,Male,United States,Republican Party,United States Senator,Legislative,2025,,Current,RepJimBanks,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2025,Incumbent,Indiana
Jim Justice,Male,United States,Republican Party,United States Senator,Legislative,2025,,Current,WVGovernor,True,83.33333333333334,m,USA,Republican,Senator,Legislative,Congress,2025,Incumbent,West Virginia
Jim Risch,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,SenatorRisch,True,80.0,m,USA,Republican,Senator,Legislative,Congress,2009,Incumbent,Idaho
Jim Risch,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,SenatorRisch,True,80.0,m,USA,Republican,Senator,Legislative,Congress,2009,Incumbent,Idaho
Jim Risch,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,SenatorRisch,True,80.0,m,USA,Republican,Senator,Legislative,Congress,2009,Incumbent,Idaho
Joaquin Duato,Male,United States,,,Legislative,2022,,Current,,False,81.4814814814815,m,USA,Democratic,Representative,Legislative,Congress,2013,Incumbent,Texas
Joe Biden,Male,United States,Democratic Party,,Legislative,2021,2025,Former,JoeBiden,True,100.0,m,USA,Democrat,President,Executive,President,2021,Previous,
Joe Biel,Male,United States,,,Legislative,1996,,Current,joebiel_,True,82.35294117647058,m,USA,Democrat,President,Executive,President,2021,Previous,
John Barrasso,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,SenJohnBarrasso,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2007,Incumbent,Wyoming
John Barrasso,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,SenJohnBarrasso,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2007,Incumbent,Wyoming
John Barrasso,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,SenJohnBarrasso,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2007,Incumbent,Wyoming
John Boozman,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,Boozman4AR,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2011,Incumbent,Arkansas
John Boozman,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,Boozman4AR,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2011,Incumbent,Arkansas
John Boozman,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,Boozman4AR,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2011,Incumbent,Arkansas
John Cornyn,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,JohnCornyn,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2002,Incumbent,Texas
John Cornyn,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,JohnCornyn,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2002,Incumbent,Texas
John Cornyn,Male,United States,Republican Party,United States Senator,Legislative,2023,2025,Former,JohnCornyn,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2002,Incumbent,Texas
John Cornyn,Male,United States,Republican Party,United States Senator,Legislative,2025,,Current,JohnCornyn,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2002,Incumbent,Texas
John Fetterman,Male,United States,Democratic Party,United States Senator,Legislative,2025,,Current,FettermanLt,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2023,Incumbent,Pennsylvania
John Fetterman,Male,United States,Democratic Party,United States Senator,Legislative,2023,2025,Former,FettermanLt,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2023,Incumbent,Pennsylvania
John Hare,Male,United States,,,Legislative,1999,,Current,,False,80.0,m,USA,Republican,Representative,Legislative,Congress,2003,Incumbent,Texas
John Hickenlooper,Male,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,Hickenlooper,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2021,Incumbent,Colorado
John Hickenlooper,Male,United States,Democratic Party,United States Senator,Legislative,2023,,Current,Hickenlooper,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2021,Incumbent,Colorado
John Hoeven,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,SenJohnHoeven,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2011,Incumbent,North Dakota
John Hoeven,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,SenJohnHoeven,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2011,Incumbent,North Dakota
John Hoeven,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,SenJohnHoeven,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2011,Incumbent,North Dakota
John M. Larson,Male,United States,,,Legislative,2010,,Current,,False,100.0,m,USA,Democratic,Representative,Legislative,Congress,1999,Incumbent,Connecticut
John N. Kennedy,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,JohnKennedyLA,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2017,Incumbent,Louisiana
John N. Kennedy,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,JohnKennedyLA,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2017,Incumbent,Louisiana
John N. Kennedy,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,JohnKennedyLA,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2017,Incumbent,Louisiana
John R. Curtis,Male,United States,Republican Party,United States Senator,Legislative,2025,,Current,RepJohnCurtis,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2025,Incumbent,Utah
John Thune,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,johnthune,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2005,Incumbent,South Dakota
John Thune,Male,United States,Republican Party,United States Senator,Legislative,2025,,Current,johnthune,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2005,Incumbent,South Dakota
John Thune,Male,United States,Republican Party,United States Senator,Legislative,2023,2025,Former,johnthune,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2005,Incumbent,South Dakota
John Thune,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,johnthune,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2005,Incumbent,South Dakota
Jon Husted,Male,United States,Republican Party,United States Senator,Legislative,2025,,Current,JonHusted,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2025,Incumbent,Ohio
Jon Ossoff,Male,United States,Democratic Party,United States Senator,Legislative,2021,2023,Former,ossoff,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2021,Incumbent,Georgia
Jon Ossoff,Male,United States,Democratic Party,United States Senator,Legislative,2023,,Current,ossoff,True,100.0,m,USA,Democratic,Senator,Legislative,Congress,2021,Incumbent,Georgia
Jonathon Jacobson,Male,United States,,,Legislative,,,Current,,False,84.84848484848484,m,USA,Democratic,Representative,Legislative,Congress,2023,Incumbent,Illinois
Joni Ernst,Female,United States,Republican Party,United States Senator,Legislative,2023,,Current,joniernst,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2015,Incumbent,Iowa
Joni Ernst,Female,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,joniernst,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2015,Incumbent,Iowa
Joni Ernst,Female,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,joniernst,True,100.0,f,USA,Republican,Senator,Legislative,Congress,2015,Incumbent,Iowa
Josh Hawley,Male,United States,Republican Party,United States Senator,Legislative,2023,,Current,HawleyMO,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2019,Incumbent,Missouri
Josh Hawley,Male,United States,Republican Party,United States Senator,Legislative,2021,2023,Former,HawleyMO,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2019,Incumbent,Missouri
Josh Hawley,Male,United States,Republican Party,United States Senator,Legislative,2019,2021,Former,HawleyMO,True,100.0,m,USA,Republican,Senator,Legislative,Congress,2019,Incumbent,Missouri
Joyce Beatty,Female,United States,Democratic Party,,Legislative,,,Current,RepBeatty,True,100.0,f,USA,Democratic,Representative,Legislative,Congress,2013,Incumbent,Ohio
Kamala Harris,Female,United States,Democratic Party,United States Senator,Legislative,2019,2021,Former,VP,True,100.0,f,USA,Democrat,Vice President,Executive,Vice President,2021,Previous,
Kamala Harris,Female,United States,Democratic Party,United States Senator,Legislative,2021,2021,Former,VP,True,100.0,f,USA,Democrat,Vice President,Executive,Vice President,2021,Previous,
Kamala Harris,Female,United States,Democratic Party,,Legislative,2021,2025,Former,VP,True,100.0,f,USA,Democrat,Vice President,Executive,Vice President,2021,Previous,
